,importance
Trim_Premium +M/R+CWP,0.0
Trim_Premium +M/R+CWP+6CD HK,0.0
Trim_Premium - 3LT,0.0
Trim_Premium / Komfort (Canada),0.0
Trim_Premium 2,0.0
Trim_Premium III,0.0
Trim_Premium 2LZ w/Z06,0.0
Trim_Premium 3LT,0.0
Trim_Premium 3LT w/Z51,0.0
Trim_Premium 7+ES+KA,0.0
Trim_Premium 8+ES,0.0
Trim_Premium 8+ES+KA+M/R+NAVI,0.0
Trim_Premium AWP,0.0
Trim_Premium ES,0.0
Trim_Premium Group,0.0
Trim_Premium Group 1,0.0
Trim_Premium I,0.0
Trim_Premium II,0.0
Trim_Premium II / Turbo,0.0
Trim_Premium + MR,0.0
Trim_Premium + M/R + CWP,0.0
Trim_Premium + ES + M/R + NAVI,0.0
Trim_Premium + ES,0.0
Trim_Plus/Premium/Advanced,0.0
Model_Spyder,0.0
Trim_Police Cruiser,0.0
Trim_Police Cruizer,0.0
Trim_Police Sedan (&9C1 or 9C3),0.0
"Trim_Pop (US), Easy (Mex)",0.0
Trim_Portfolio,0.0
Trim_Power Wagon,0.0
Trim_Powerwagon,0.0
Trim_Preferred - 2LT,0.0
Trim_Preferred 2LT,0.0
Trim_Preferred 2LT w/Z51,0.0
Trim_Preferred 2LZ w/Z06,0.0
Trim_Preferred II,0.0
Trim_Preferred Pkg,0.0
Trim_Premier (1LZ),0.0
Trim_Premier (2LZ),0.0
Trim_Premier (3LZ),0.0
Trim_Premier (non R design),0.0
Trim_Premier+ (non R design),0.0
Model_Spider,0.0
Trim_Premium (1ST),0.0
Trim_Premium + AWP,0.0
Trim_Premium + AWP + ES,0.0
Trim_Premium + AWP + MR,0.0
Trim_Premium + AWP + MR + NAVI,0.0
Trim_Premium + CWP,0.0
Trim_Premium II Package,0.0
Trim_Premium III / Turbo Sport,0.0
Trim_Limited+ES+Navi(HK)+AP,0.0
Trim_Prm Plus+S/R+NAVI,0.0
"Trim_Premium, AWD Premium",0.0
Trim_Premium/N Premium,0.0
Trim_Premium/Tech,0.0
Trim_Prestige,0.0
Trim_Prestige / Technik (Canada),0.0
Trim_Prestige Premium,0.0
Trim_Prestige S-Line Auto/Technik S-Line Auto (Canada),0.0
Trim_Prestige quattro,0.0
Trim_Prestige quattro S-Line,0.0
Trim_Prm,0.0
Trim_Prm Base+ES,0.0
Trim_Prm Plus+NAVI,0.0
Trim_Prm Plus+S/R,0.0
Trim_Prm+AWP,0.0
Trim_Premium Package,0.0
Trim_Prm+AWP+NAVI,0.0
Trim_Prm+AWP+S/R,0.0
Trim_Prm+ES+KA,0.0
Trim_Prm+ES+SMART,0.0
Trim_Pure,0.0
Trim_Pure Plus,0.0
Trim_Pure Premium,0.0
Trim_Q grade,0.0
Trim_QL,0.0
Trim_QUADRIFOGLIO,0.0
Trim_Quattro,0.0
Trim_R,0.0
Trim_R L.L.Bean,0.0
Trim_Premium+Moonroof+NAVI+EyeSight,0.0
Trim_Premium+Moonroof+EyeSight,0.0
Trim_Premium+Moonroof,0.0
Trim_Premium+M/R+NAVI,0.0
Trim_Premium Package/Technology Package,0.0
Trim_Premium Package/Technology Plus Package,0.0
Trim_Premium Pano/Premium Luxury/Tech/Limited,0.0
Trim_Premium Pkg,0.0
Trim_Premium Plus,0.0
Trim_Premium S Line,0.0
Trim_Premium Style Edition/Tech Style Edition,0.0
Trim_Premium and A-SPEC Package/ Technology Plus and A-SPEC Package,0.0
Trim_Premium and A-SPEC Package/ Technology and A-SPEC Package,0.0
Trim_Premium quattro,0.0
Trim_Premium+6CD HK,0.0
Trim_Premium+6CD HK+ CWP,0.0
Trim_Premium+AWP,0.0
Trim_Premium+AWP+M/R,0.0
Trim_Premium+All Weather Package,0.0
Trim_Premium+All Weather Package+EyeSight,0.0
Trim_Premium+All Weather Package+EyeSight+Moonroof+NAVI,0.0
Trim_Premium+All Weather Package+Moonroof,0.0
Trim_Premium+All Weather Package+Moonroof+NAVI,0.0
Trim_Premium+BSD,0.0
Trim_Premium+CWP,0.0
Trim_Premium+ES+BSD,0.0
Trim_Premium+ES+M/R+NAVI,0.0
Trim_Premium+EyeSight+Blind Spot Detection,0.0
Trim_Premium+M/R,0.0
Trim_Premium+M/R+CWP,0.0
Trim_Premium+M/R+CWP+6CD HK,0.0
Trim_Plus quattro S line,0.0
Trim_Plus quattro,0.0
Trim_Plus S Line,0.0
Trim_Ltd/SE Platinum,0.0
Trim_Low Roof,0.0
Trim_Ltd,0.0
Trim_Ltd + Moon Roof + NAVI + Eyesight + 6CD,0.0
Trim_Ltd + NAVI,0.0
Trim_Ltd + NAVI + EyeSight,0.0
Trim_Ltd Base+ES+SMART,0.0
Trim_Ltd Hybrid,0.0
Trim_Ltd+ES+NAVI(HK)+KA,0.0
Trim_Ltd/Ltd Platinum,0.0
Trim_Ltd/Ltd Platinum Hybrid,0.0
Trim_Ltd/Ltd Premium/XLE/XLE Mobility/XLE Premium,0.0
Trim_Ltd/Ltd Premium/XLE/XLE Premium,0.0
Trim_Ltd/Platinum,0.0
Trim_Ltd/SR5/SR5 Premium,0.0
Model_Stealth,0.0
"Trim_Luxury 3Row, Luxury 3Row Sunroof",0.0
"Trim_Luxury 3Row, Luxury 3Row Sunroof (JLX)",0.0
Trim_Luxury AWD,0.0
Trim_Luxury Ext W/B,0.0
Trim_Luxury Package (JLX Leather),0.0
Trim_M,0.0
Trim_M Roadster,0.0
Trim_M240i,0.0
Trim_M240i xDrive,0.0
Trim_M3,0.0
Trim_M340i,0.0
Trim_M340i xDrive,0.0
Trim_M35i,0.0
Trim_Lounge,0.0
"Trim_Longitude(BUX), North(Canada), Latitude(Mex, U.S.)",0.0
Trim_Longhorn Mega Cab,0.0
Model_T100,0.0
Trim_Limited+EyeSight+Moonroof+NAVI,0.0
Trim_Limited+M/R,0.0
Trim_Limited+M/R+/Navi,0.0
Trim_Limited+M/R+6CD HK,0.0
Model_TC,0.0
Trim_Limited+M/R+NAVI,0.0
Trim_Limited+M/R+NAVI(HK),0.0
Trim_Limited+Moonroof,0.0
Trim_Limited+Moonroof+EyeSight+NAVI,0.0
Trim_Limited+Moonroof+NAVI,0.0
Trim_Limited+Moonroof+NAVI&(H/K - Harman Kardon),0.0
Trim_Limited+Moonroof+NAVI(H/K-Harman Kardon)+EyeSight,0.0
Trim_Limited+NAVI+ES+BSD,0.0
Trim_Limited+Navi(HK),0.0
Trim_Limited+S/R,0.0
Trim_Limited+S/R+NAVI,0.0
"Trim_Limited,Rallye",0.0
Trim_Limited/Dream Cruiser,0.0
Trim_Limited/Hybrid Limited/SE,0.0
Trim_Limited/Latitude,0.0
Trim_Limited/Limited Platinum,0.0
Trim_Limited/RT,0.0
Trim_Limited/Signature,0.0
Trim_Linear,0.0
Trim_Livery,0.0
Trim_Livery (W20),0.0
Trim_Long Wheel Base,0.0
Trim_M4,0.0
Trim_M40i,0.0
Trim_M550i xDrive,0.0
Trim_OUTBACK -Cold Weather,0.0
Trim_OUTBACK H6 S,0.0
Trim_OUTBACK SPORTS,0.0
Trim_OUTBACK- H6 L.L.Bean,0.0
Trim_OUTBACK- L.L.Bean,0.0
Trim_OUTBACK-SE,0.0
Trim_One/Two,0.0
Trim_One/Two/Three/Four,0.0
Trim_Outback,0.0
Trim_Outback Limited,0.0
Trim_Outback-Ltd.,0.0
Trim_PHEV,0.0
Trim_PHEV EX,0.0
Trim_PLUS,0.0
Trim_POP,0.0
Trim_Passenger LS,0.0
Model_Stratus,0.0
Trim_Pickup,0.0
Trim_Platinum,0.0
Trim_Platinum (non R design),0.0
Trim_Platinum Collection,0.0
Trim_Platinum Edition,0.0
Trim_Platinum Edition Vsport,0.0
Model_Stinger,0.0
Trim_Platinum Hybrid,0.0
Trim_Platinum Performance Edition,0.0
Trim_Platinum Premium Luxury,0.0
Trim_Platinum grade,0.0
Trim_OUTBACK H6 L.L Bean,0.0
Trim_OUTBACK -CW,0.0
Trim_M6,0.0
Trim_OUTBACK,0.0
Trim_M6 GC,0.0
Trim_MG,0.0
Trim_MPG,0.0
Trim_Macan,0.0
Trim_Macan GTS,0.0
Trim_Macan S,0.0
Trim_Mainstreet,0.0
Trim_Mainstreet/Express/SXT,0.0
Trim_Mazda3,0.0
Trim_Mazda3 with Premium package,0.0
Trim_Mazda3 with Select Package,0.0
Trim_Medium,0.0
Model_Supra,0.0
Model_Sunfire,0.0
Trim_N,0.0
Trim_NAV,0.0
Trim_NAV Screen,0.0
Trim_NAVI,0.0
Model_Sunbird 2000,0.0
Trim_NISMO RS,0.0
Trim_Neon SXT/SX2.0,0.0
Trim_Nismo RS,0.0
Trim_OBK 2.5 BASE,0.0
Trim_OBK 2.5XT LTD,0.0
Trim_OBK 2.5i,0.0
Trim_OBK 2.5i LTD,0.0
Trim_OBK 3.0R L.L.Bean,0.0
Model_V40,0.0
Trim_GT (Opt VHP),0.0
Model_V60,0.0
Trim_4.8i,0.0
Trim_367P,0.0
Trim_3LT,0.0
Trim_3Row (JX),0.0
Model_XE,0.0
Trim_4 Motion 3.6 FSI SE,0.0
Trim_4 Motion 3.6 FSI SE w/technology,0.0
Trim_4 Motion 3.6 FSI SE w/technology w/ R-Line,0.0
Trim_4-MATIC BluTEC (USA/Canada),0.0
Trim_4-Matic,0.0
Trim_4.2I,0.0
Trim_4.4i,0.0
Trim_4.4i SAV,0.0
Trim_4.6L,0.0
Trim_400,0.0
Trim_4Motion 3.6 FSI SEL Premium,0.0
Trim_430i,0.0
Trim_430i GC,0.0
Trim_430i xDrive,0.0
Trim_440i,0.0
Trim_440i GC,0.0
Trim_440i xDrive,0.0
Trim_440i xDrive GC,0.0
Trim_450 VX Limited,0.0
Model_XC70,0.0
Trim_460 Premium,0.0
Trim_460/460L,0.0
Model_XC60,0.0
Trim_4Motion 3.6 FSI S,0.0
Trim_350C,0.0
Trim_3500-ST,0.0
Trim_3500-SLT,0.0
Trim_3500-Longhorn,0.0
Trim_320i,0.0
Trim_320i SA,0.0
Trim_320i xDrive,0.0
Trim_320i xDrive SA,0.0
Trim_325iT (Touring),0.0
Trim_325xiT (Touring),0.0
Trim_330e,0.0
Trim_330i,0.0
Trim_330i NA,0.0
Trim_330i xDrive GT,0.0
Model_XJ8,0.0
Trim_330i xDrive SW,0.0
Trim_330i xDrive Sedan NA,0.0
Trim_335i xDrive,0.0
Trim_340i SA,0.0
Trim_340i xDrive,0.0
Trim_340i xDrive GT,0.0
Trim_340i xDrive SA,0.0
Model_XJ6,0.0
Trim_350 2WD,0.0
Trim_350 AWD,0.0
Trim_350/350AWD/450h/200t,0.0
Model_XG350,0.0
Trim_3500  Work Truck/Fleet/Base,0.0
Trim_3500 LT,0.0
Trim_3500 LTZ,0.0
Model_XG300,0.0
Trim_4Motion 3.6 FSI SEL,0.0
"Trim_4Motion S, R-Line, SE, SEL",0.0
Model_V60CC,0.0
Trim_750xi / Alpina B7 xDrive SWB (500 hp),0.0
Trim_740i xDrive,0.0
Trim_750Li / ALPINA B7 LWB (540 HP),0.0
Trim_750Li / Alpina B7 LWB (500 hp),0.0
Trim_750Li xDrive/ALPINA B7 xDrive LWB (540 HP),0.0
Trim_750Lxi / ALPINA B7 xDrive LWB (500 hp),0.0
Trim_750i,0.0
Trim_750i / ALPINA B7 SWB (540 HP),0.0
Trim_750i / Alpina B7 SWB (500 hp),0.0
Trim_750i xDrive / ALPINA B7 xDrive SWB (540 HP),0.0
Trim_750i xDrive / B7 xDrive LWB,0.0
Trim_750i xDrive /ALPINA B7 xDrive SWB (540 HP),0.0
Trim_750i xDrive/B7 xDrive,0.0
Trim_750i/B7,0.0
"Trim_86 GT, 86 Hakone Edition",0.0
Trim_4Motion SE w/ Tech,0.0
Trim_A-SPEC,0.0
Trim_ACTIV,0.0
Trim_ADV,0.0
Trim_ADV (with RES),0.0
Trim_ADVANCE,0.0
Trim_ADVANCE 6P,0.0
Trim_ADVANCE V6,0.0
Model_XC40,0.0
Trim_AMG  4 MATIC,0.0
Trim_AMG 4-MATIC,0.0
Trim_AMG 4MATIC,0.0
Trim_APV,0.0
Model_X4,0.0
Trim_740i,0.0
Trim_740e xDrive,0.0
Trim_7 Pass Limited w/NAVI&DVD,0.0
Trim_7 Pass Limited w/NAVI,0.0
Trim_4Motion SE w/ Tech R-Line w/ Sunroof Pkg.,0.0
Trim_4S,0.0
Trim_5 Pass Limited,0.0
Trim_5 Pass Limited w/NAVI,0.0
Trim_5.0L,0.0
Trim_5.9 Limited,0.0
Trim_500T Sport,0.0
Trim_500h,0.0
Trim_50th Aniv,0.0
Trim_530e,0.0
Trim_530e xDrive,0.0
Trim_530i,0.0
Trim_530i xDrive,0.0
Trim_530xe (xDrive),0.0
Trim_530xiT (Touring),0.0
Trim_535i xDrive GT,0.0
Trim_540i,0.0
Trim_540i xDrive,0.0
Trim_5S,0.0
Trim_5ST-E,0.0
Trim_5ST-M,0.0
Trim_640i xDrive GC,0.0
Trim_640xi xDrive GT,0.0
Trim_650i xDrive GC / ALPINA B6 xDrive GC,0.0
Trim_650i xDrive GC/ALPINA B6 xDrive GC,0.0
Trim_7 Pass,0.0
Trim_7 Pass Limited,0.0
Trim_300h (Luxury grade),0.0
Trim_300S V8,0.0
Trim_300S V6,0.0
Trim_2.5GT-B,0.0
Trim_2.0T Premium Plus quattro,0.0
Trim_2.0T Premium quattro/Premium Plus quattro,0.0
Trim_2.0T SX,0.0
Trim_2.0T quattro Premium,0.0
Trim_2.0T quattro Premium Plus,0.0
Trim_2.0T quattro Premium Plus w/ Season of Audi pkg.,0.0
Trim_2.0T quattro Prestige,0.0
Trim_2.3,0.0
Trim_2.5,0.0
Trim_2.5+,0.0
Trim_2.5GT,0.0
Trim_2.5GT LTD,0.0
Trim_2.5GT Limited,0.0
Trim_2.5X,0.0
Model_XJR,0.0
Trim_2.5X LTD,0.0
Trim_2.5X Premium,0.0
Trim_2.5XS,0.0
Trim_2.5XS PLUS,0.0
Trim_2.5XT,0.0
Trim_2.5XT LTD,0.0
Trim_2.5i,0.0
Trim_2.5i Limited,0.0
Trim_2.5i Plus,0.0
Trim_20,0.0
Trim_20 PREMIUM,0.0
Trim_20 Premium,0.0
Trim_20 TECH,0.0
Trim_2.0T Premium Plus,0.0
Trim_2.0T Premium,0.0
Trim_2.0L,0.0
Trim_1SV value leader sedan,0.0
Trim_129,0.0
Trim_140,0.0
Trim_150,0.0
Trim_150 JOB RATED,0.0
Trim_1500 Cargo,0.0
Trim_1500 Hybrid,0.0
Trim_1500 LT,0.0
Model_Zephyr,0.0
Trim_1500 Passenger LS,0.0
Model_ZX2,0.0
Trim_1500-Laramie,0.0
Trim_1500-Longhorn,0.0
Trim_1500-SLT,0.0
Trim_1500-ST,0.0
Trim_1500-Sport,0.0
Trim_1FL,0.0
Trim_1LS,0.0
Trim_1LS/1LT,0.0
Trim_1LT (AWD),0.0
Trim_1LT (FWD),0.0
Trim_1LT (LT),0.0
Trim_1LT ECO,0.0
Trim_1LT/Fleet,0.0
Trim_1LZ,0.0
Trim_1LZ/1SS,0.0
Trim_1SD,0.0
Model_ZDX,0.0
Trim_20 Tech,0.0
Trim_200C,0.0
Trim_202,0.0
Trim_3.0i SAV,0.0
Trim_3.0si SAV,0.0
Trim_3.5,0.0
Trim_3.6 FSI Launch Model,0.0
Trim_3.6 FSI Launch Model 4Motion,0.0
Trim_3.6 FSI S,0.0
Trim_3.6 FSI SE,0.0
Trim_3.6 FSI SE 4Motion,0.0
Trim_3.6 FSI SE w/Technology,0.0
Trim_3.6 FSI SE w/Technology  / 3.6 FSI SE w/ Technology w/ R-Line,0.0
Trim_3.6 FSI SE w/technology  4 Motion,0.0
Trim_3.6 FSI SEL,0.0
Trim_3.6 FSI SEL 4Motion,0.0
Trim_3.6 FSI SEL 4Motion w/ R-Line,0.0
Trim_3.6 FSI SEL Premium 4Motion,0.0
Trim_3.8L,0.0
Trim_300 AWD,0.0
Trim_300 Limited,0.0
"Trim_300 Limited (US, Can), 300C (Mex)",0.0
Trim_300 Touring,0.0
"Trim_300 Touring (US & Can), 300 Limited (BUX)",0.0
Trim_300/430,0.0
Trim_300C John Varvatos,0.0
"Trim_300C Luxury Series (BUX), 300C Platinum (U,C)",0.0
Trim_300C Luxury Series/Platinum,0.0
Trim_300C Varvatos,0.0
Trim_300C/Limited,0.0
Trim_300M,0.0
Trim_3.0si,0.0
Trim_3.0i,0.0
Trim_210,0.0
Trim_3.0T quattro Premium Plus S line,0.0
Trim_228i xDrive,0.0
Trim_230i,0.0
Trim_230i xDrive,0.0
Trim_24 Premium,0.0
Model_Z3,0.0
Trim_250 AWD,0.0
Trim_2500 Cargo,0.0
Model_Yaris iA,0.0
Trim_2500-Longhorn,0.0
Trim_2500-Powerwagon,0.0
Trim_2500-SLT,0.0
Model_XLR,0.0
Trim_2CXL,0.0
Model_XL7,0.0
Model_XK8,0.0
Trim_2LT (AWD),0.0
Trim_2LT (FWD),0.0
Trim_2LT / Captiva Sport LT,0.0
Trim_2LT ECO,0.0
Trim_2LZ,0.0
Trim_2Row,0.0
Model_XK,0.0
Trim_3.0,0.0
Trim_3.0R,0.0
Trim_3.0R L.L.Bean,0.0
Trim_3.0R-LTD,0.0
Trim_3.0T quattro Premium Plus,0.0
Trim_AWD,0.0
Trim_AWD (Opt VBY),0.0
Trim_AWD 6 Cyl,0.0
Trim_EWB,0.0
Trim_ECO/ECO PLUS,0.0
Trim_EL,0.0
Trim_EL DRW High Roof Van,0.0
Trim_EL High Roof,0.0
Trim_ELITE,0.0
Trim_EP,0.0
Trim_ES,0.0
Trim_ES/LS,0.0
Model_Vanagon,0.0
Trim_ESV Luxury,0.0
Trim_ESV Platinum,0.0
Trim_ESV Premium,0.0
Trim_ESV Ultra Luxury Collection,0.0
Trim_EX (ULEV),0.0
Trim_Crossover (US)/Crossover Tech (US)/JX+ESP (Canada)/Sedan LE (ESP) (US)/Sedan LE Pop Pkg (ESP) (US),0.0
Trim_EX (with A/C and ABS),0.0
Trim_EX (with leather),0.0
Trim_EX - Middle level,0.0
Trim_EX / EX Prem,0.0
Trim_EX with leather (With RES),0.0
"Trim_EX, EX-L",0.0
Trim_EX-L NAVI,0.0
Trim_EX-L With RES,0.0
Trim_EX-L( With RES),0.0
Trim_EX-L( with NAVI),0.0
Trim_EX-L-V6,0.0
Trim_EX-LN,0.0
Trim_EX-P,0.0
Trim_ECO 2SA,0.0
Trim_ECO,0.0
"Trim_EASY(US-Mex), SPORT (CAN)",0.0
Trim_EASY,0.0
Trim_Crossword,0.0
Trim_Cruiser S Wagon,0.0
Model_Villager,0.0
Trim_D grade,0.0
Trim_D2,0.0
Trim_D2 (Single Rear Wheels),0.0
Trim_DEL SOL S (Convertible),0.0
Trim_DEL SOL Si (Convertible),0.0
Model_Vibe,0.0
Trim_DENALI,0.0
Model_Veracruz,0.0
Model_Venue,0.0
Model_Venture,0.0
Trim_DUROCROSS,0.0
Trim_DX,0.0
Trim_DX-A (Canada),0.0
Trim_DX-VP,0.0
Trim_DX/DXVP,0.0
Model_Veloster N,0.0
Model_Vandura,0.0
Model_Vanden Plas,0.0
Trim_Denali Hybrid,0.0
Trim_Denali XL,0.0
Trim_Duragrain 5 Seat,0.0
Trim_Dynamic,0.0
Trim_Dynamic Premium,0.0
Trim_E-Hybrid,0.0
Trim_EX-V6,0.0
Trim_EX/EX Prem/EX Prem Plus,0.0
Trim_EX/SX,0.0
Trim_FIFTH AVENUE,0.0
Trim_FLT,0.0
Trim_FORESTER SPORTS,0.0
Trim_FWD 6 Cyl,0.0
Trim_FWD w/ Auto,0.0
Trim_FWD w/ Manual,0.0
Trim_Feature Specification 1,0.0
Trim_Feature Specification 2,0.0
Trim_First Edition,0.0
Trim_Flare Side,0.0
Trim_Flareside,0.0
Trim_Fleet,0.0
Trim_Fleet Vehicle,0.0
Trim_Fleet/1LT,0.0
Model_V70,0.0
Trim_Fleet/LS,0.0
Trim_Formula,0.0
Trim_GC,0.0
Trim_GC SULEV-PZEV,0.0
Trim_GH,0.0
Trim_GL,0.0
"Trim_GL, LX",0.0
Trim_GLA250,0.0
Trim_GLC300,0.0
Trim_GLS,0.0
Trim_GLS (Middle Level),0.0
"Trim_GLS, JSL, TAX (Middle Grade)",0.0
Trim_GS,0.0
Trim_FL,0.0
Trim_FF,0.0
Trim_EXCLAIM,0.0
Trim_FE / LX / LX Tech,0.0
Trim_EXL,0.0
Trim_EXL / EXL-NR,0.0
Trim_EXL w/RES,0.0
Trim_EXL-NAVI,0.0
Trim_EXL-RES,0.0
Trim_EXT,0.0
Trim_EXT & RF2,0.0
Trim_EXT - Sport Utility Truck,0.0
Trim_EXT Sport Utility Vehicle,0.0
Trim_Eco,0.0
Trim_Eco (1SA),0.0
Trim_Essence,0.0
Trim_Ex-L,0.0
Trim_Express,0.0
Trim_Ext W/B,0.0
Trim_Ext. CXL,0.0
Trim_F,0.0
Trim_F Sport,0.0
Trim_F Sport Base,0.0
"Trim_F Sport Base, AWD F Sport Base",0.0
"Trim_F Sport Comfort, AWD F Sport Comfort",0.0
Trim_F Sport High,0.0
Trim_F-PACE,0.0
Model_V90CC,0.0
Trim_F-TYPE,0.0
Trim_F-Type,0.0
Trim_F/G,0.0
"Trim_Crossroad (BUX,US,Can), Limited (M)",0.0
Trim_Crossover (US)/Crossover Premium (US)/Crossover Tech Value Pkg (US)/JX+ESP (Canada)/Sedan LE (ESP) (US)/Sedan LE Pop Pkg (ESP) (US)/Sedan Base+ESP (Canada),0.0
Trim_ActiveHybrid 3 Sedan,0.0
Trim_Base(w/o AL wheel + Power seat or w/ AL wheel),0.0
Trim_Base (U.S.); Base 4-M Bi-Turbo (Canada),0.0
Trim_Base (US)/Convenience Pkg (Canada)/JX (Canada)/15inch (US),0.0
Trim_Base (non R design),0.0
Trim_Base +,0.0
Trim_Base / 4,0.0
Trim_Base / Platinum Edition,0.0
Trim_Base 4-M,0.0
Trim_Base 4-M Bi-Turbo (Canada),0.0
Trim_Base LS,0.0
Trim_Base P,0.0
Trim_Base P+ES,0.0
Trim_Base grade,0.0
Trim_Base(X),0.0
Trim_Base+Alloy Wheel Pack,0.0
Trim_Crossover (US)/Crossover Premium (US)/Crossover Tech (US)/JX (Canada)/Sedan LE (US)/Sedan LE Pop Pkg. (US)/Sedan Base (Canada),0.0
Trim_Base+ES,0.0
"Trim_Base, C/V",0.0
"Trim_Base, S",0.0
Trim_Base-4M,0.0
Trim_Base/Acura Watch Plus,0.0
Model_Windstar,0.0
Trim_Base/Base Tech. Pkg. (SX4 JX),0.0
Trim_Base/Classic,0.0
Trim_Base/HSE (US) HSE (Canada),0.0
Model_W-Series,0.0
Trim_Base/Hybrid Base/SE,0.0
Trim_Base/LS,0.0
Trim_Base/LX,0.0
Trim_Base (JA),0.0
"Trim_Base (2WD), 4 (4WD)",0.0
Trim_Base (1SB),0.0
Model_X-Type,0.0
Trim_ActiveHybrid5,0.0
Trim_Advance,0.0
Trim_Advance Ent,0.0
Trim_Advance Ent.,0.0
Trim_Advanced Ent,0.0
Trim_Adventure,0.0
Trim_Adventure 4WD / Trail AWD (Canada),0.0
Trim_All Terrain,0.0
Trim_Alpha,0.0
Trim_Auto Biography,0.0
Trim_Auto-biography,0.0
Trim_Autobiography,0.0
Trim_Automatic and Convertible,0.0
Trim_Avenir,0.0
Trim_B250,0.0
Trim_BAS Hybrid,0.0
Trim_BASE-E,0.0
Trim_BASE-M,0.0
Trim_BL,0.0
Trim_BLACK EDITION,0.0
Trim_BLUETEC,0.0
Trim_BLUETEC  4-MATIC,0.0
Model_X2,0.0
Trim_BLUETEC 4MATIC,0.0
Trim_BRIARWOOD,0.0
Trim_Baja,0.0
Trim_Baja S,0.0
Trim_Base/Limited,0.0
Trim_Base/Limited/Touring,0.0
Trim_Base/Nismo,0.0
"Trim_Carrera (2WD), Carrera 4S (4WD)",0.0
Trim_Cavalier,0.0
Trim_Cayman,0.0
Trim_Cayman S,0.0
Model_Voyager,0.0
Trim_Classic,0.0
Trim_Classic & Classic Wagon,0.0
Trim_Classic - Styleside,0.0
Trim_Club,0.0
Trim_Club/GS,0.0
Model_Vitara,0.0
Trim_Cobra SVT,0.0
"Trim_Comfort, AWD Comfort",0.0
Trim_Convenience,0.0
Trim_Convenience (1SG),0.0
Trim_Convenience 1,0.0
Trim_Convenience 2,0.0
Trim_Convenience Group,0.0
Trim_Core grade (Canada only),0.0
Trim_Corvette & Convertible,0.0
Trim_Coupe,0.0
Trim_Coupe 2.8,0.0
Trim_Coupe 3.0si,0.0
Trim_Coupe Sulev,0.0
Trim_Coupe quattro,0.0
Trim_Crew,0.0
Trim_Crew Cab,0.0
Trim_Crew Cab DRW,0.0
Trim_Carrera (2WD)/Carrera 4 (4WD)/Carrera 4S (4WD),0.0
"Trim_Carrera (2WD), Carrera 4 (4WD)",0.0
Trim_Base/S,0.0
Trim_Carrera (2WD + 4WD),0.0
Trim_Base/SXT,0.0
Trim_Blue/GLS/SE,0.0
Trim_Boxster,0.0
Trim_Boxster S / Boxster GTS,0.0
Trim_Brougham,0.0
Trim_Bus,0.0
Trim_C/V,0.0
Trim_CABRIO,0.0
Trim_CDI 4MATIC,0.0
Trim_CE,0.0
Trim_COBRA,0.0
Trim_CS,0.0
Trim_CTC,0.0
Trim_CV,0.0
Trim_CX,0.0
Trim_CX/DX,0.0
Model_Vue,0.0
Trim_Cabrio,0.0
Trim_Cabrio (2WD + 4WD),0.0
Trim_Cabrio Touring,0.0
Trim_Cabriolet (2WD + 4WD),0.0
"Trim_Cabriolet (2WD), 4 Cabriolet (4WD)",0.0
"Trim_Cabriolet (2WD), Cabriolet 4 (4WD)",0.0
Trim_Cargo EXT,0.0
Trim_Cargo Ext,0.0
Trim_Cargo Van,0.0
Trim_Cargo Van High Roof 159in WB,0.0
Trim_R Sport,0.0
Trim_R-Dynamic HSE,0.0
Series_Denali (AWD),0.0
Model_RSX,0.0
Series_3.3T Premium,0.0
"Series_3.6 FSI SE w/ Tech , 3.6 FSI SE w/ Tech R-Line",0.0
Series_3.6 FSI V6 GT,0.0
Series_3.6 L FSI Sport w/Technology,0.0
Series_3.6L AWD,0.0
Series_3.6L FSI V6 SEL Premium,0.0
Series_3.6L Luxury AWD,0.0
"Series_3.6L Luxury, AWD",0.0
Series_3.6L Premium Luxury (CSAV) AWD,0.0
"Series_3.6L Premium Luxury, AWD",0.0
Series_3.8 / 3.8 Premium / 3.8 Tech/ 5.0 / 5.0 R-Spec,0.0
Series_3.8 Base / 3.8 Premium / 3.8 Ultimate / 5.0 Ultimate,0.0
Series_3.8 Base / 3.8 Sport / 3.8 Ultimate,0.0
Series_3/4 ton,0.0
Series_3500 Cargo,0.0
Series_3/4 ton base model,0.0
Series_300,0.0
Series_300 Limited,0.0
"Series_300 Limited (US, Can), 300C (Mex)",0.0
Series_300E,0.0
Series_300S,0.0
Series_300TE,0.0
Series_320,0.0
Series_320A,0.0
Series_320C,0.0
Series_350,0.0
Series_350 HD,0.0
Series_3500 (1 Ton),0.0
Series_3.3T Elite,0.0
Series_3.3T Advanced,0.0
Series_3.3T,0.0
Series_3.2 Prestige,0.0
Model_Ram Van,0.0
Series_25quattro,0.0
Series_2CXL,0.0
Series_3,0.0
Series_3 - Series,0.0
Series_3 Series,0.0
Model_Rainier,0.0
Model_Raider,0.0
Series_3.0 Premium Plus S Line/TDI Premium Plus w/ S Line Pkg.,0.0
Series_3.0T Premium Plus,0.0
Series_3.0T Prestige,0.0
Series_3.0T Prestige S Line,0.0
Series_3.0T Prestige S Line/TDI Prestige w/ S line Pkg.,0.0
Series_3.0T S Line Prestige,0.0
Series_3.0T S-Line Prestige,0.0
Series_3.0T quattro Premium Plus S Line / TDI quattro Premium Plus S Line,0.0
Series_3.0T quattro Premium plus,0.0
